physName,comment,commentDate,ratingStaff,ratingPunctuality,ratingHelpfulness,ratingKnowledge
Dr. Sean Pritchett,"Dr. Pritchett performed a gastroscopy on me in the day surgery dept. of BGH. I opted for no sedation as I wanted to be alert so I received only the throat spray. I was nervous going into the procedure but Dr. Pritchett and his team were compassionate and reassuring which made me feel comfortable. Anyway, although the visit was in not fun, Dr. Pritchett's personality and professionalism made the procedure a relatively tolerable experience.","January 22, 2014",5,5,5,5
Dr. Sean Pritchett,Secretary will not return calls 70% of time. My experience with Dr. Pritchett has been great other than the secretary.,"October 1, 2013",3,4,5,5
Dr. Sean Pritchett,"The Dr. and his staff have been compassionate,understanding,on time with appointments at the hospital and in the office. Staff are great for returning calls when messages have been left. Dr. Pritchett has taken his time with us and never hurried us through because of someone else waiting. I would recommend him to anyone with internal health issues.","August 16, 2013",5,5,5,5
Dr. Sean Pritchett,Dr. Pritchett was informative and compassionate. Felt like I was in good hands. He continues to see me. His receptionist is cranky and cold as an iceberg. But I guess some people are just born grumpy.,"July 23, 2013",1,5,5,5
Dr. Sean Pritchett,"I had an appt to have a gastrointestinal scope and colonoscopy. His bedside manner was excellent. He explained everything very thoroughly and took time to answer questions. I was treated with dignity and respect through the whole thing. After it was completed, he came in and talked to me about the results. He had even faxed the information over to my doctor while I was in recovery. I felt great after the procedure. Wasn't sure what to expect! I would highly recommend him. I also asked for a doctor's note, which he had no problem supplying, and he didn't charge me.","July 5, 2013",5,5,5,5
Dr. Keith Moran,"Dr. Moran has treated me for many years now. I trust him explicitly - he is knowledgeable, competent and a caring person. I cannot speak highly enough of him and thank God every day for him being in my life and that of my family.","September 13, 2017",5,5,5,5
Dr. Keith Moran,"First let me tell you that I do not like doctors but Dr. Moran is a kind and considerate physician. I have been a patient of his over the last 5 plus years. He tries hard to be punctual despite the fact that he is on call frequently for the emergency room, ICU and hospital. When I was ill several years ago he knew when and who to refer me to after my stress echo in his cardiology laboratory was abnormal. He has an excellent referral network. I know he stays up to date with his specialty examinations. I consider myself fortunate to have been referred to him.","August 9, 2017",5,5,5,5
Dr. Keith Moran,Best medical specialist in Muskoka. I wouldn't want to go to anybody else.,"June 9, 2016",5,5,1,5
Dr. Keith Moran,My family doc kindly referred me to Dr. Moran nearly 20 years ago. Dr. Moran has looked after my heart problems since then. His office staff are always kind and pleasant. They respond quickly to my inquiries. Dr. Moran stays up to date with new knowledge and regularly scores at the top on his recertification exams. I feel fortunate to have him as my specialist.,"November 9, 2015",5,5,5,5
Dr. Keith Moran,"I have been seeing Dr. Moran over the last 15 years. He is always pleasant, kind and caring. He has helped me through a number of different illnesses. He has always involved me in decision making. I am so glad my family doctor referred me to him.","August 20, 2015",5,5,5,5
Dr. Keith Moran,I first saw Dr. Moran a few years ago about a possible problem with my heart. Of course I was very concerned. Dr. Moran saw me soon and he performed a stress echo test right in his lab. I was very happy since I did not have to wait months for appointments worrying and Dr. Moran figured out my problem. I liked him.,"July 12, 2015",5,5,5,5
Dr. Keith Moran,Thank God for Dr. Moran. I was misdiagnosed for over 15 years going from doctor to doctor. He correctly diagnosed my problem quickly. With the correct treatment I now have my life back thanks to Dr. Moran.,"May 10, 2015",5,5,5,5
Dr. Keith Moran,"I have been to this doctor a few times for my annual d/licence medical, stress test etc. and he is very very good. You don't have to go to the city to get the same results right in his office. 
R. Frank Constable","April 9, 2015",5,5,5,5
Dr. Keith Moran,"Awesome doctor, very knowledgeable! I have been a patient of Dr. Moran’s for over 15 years. He gets to the root of my problems very quickly, which I really appreciate, so my time is not wasted. He treats me with respect and takes the time to answer all my questions in a manner that I can understand. I like his office staff. Even when things get busy they always have time for me. Also like the fact that he has plenty of free parking.","April 5, 2015",5,5,5,5
Dr. Keith Moran,missed one appointment will never see me again gave message to co woker,"December 16, 2014",1,2,1,3
Dr. Takaki Sameshima,"If you value your health go elsewhere. Equal parts condescending and arrogant, he seems more interested in making snarky comments than helping you with your problem. Appears frustrated and uninterested when you try to elaborate on your symptoms. Does not investigate problems thoroughly and will give up quickly when run-of-the-mill solutions don't pan out. Wastes your time with irrelevant personal questions but rushes you through relevant explanations of symptoms. 
Receptionist will sit and chat with patients or on the telephone while unprocessed patients stand in line for 10-15 minutes. Office rarely answers the phone when you call. 
Perfectly illustrates the old adage - ""Never trust a fat doctor"".","March 21, 2017",2,3,1,1
Dr. Takaki Sameshima,The Very BEST! I've been a patient of his for 15 plus years and highly reccomend him.,"January 29, 2017",5,5,5,5
Dr. Takaki Sameshima,Dr Sameshima was really great! He was like a scolding older brother when I did something I wasn't supposed to. He gets the job done in a stern way but you know he's doing a good job. I would recommend him,"December 13, 2016",5,5,5,5
Dr. Takaki Sameshima,Excellent Dr who has helped me greatly. I would recommend him highly.,"July 18, 2016",5,5,5,5
Dr. Takaki Sameshima,Excellent care. Certainly knows his stuff. I saw him for many years and he always explained everything. He never kept me waiting. He never rushed me through appointments. He listened to my concerns and input.,"May 25, 2016",5,5,5,5
Dr. Takaki Sameshima,I guess he was somewhat helpful. Except for the fact he will literally give up if he can't figure out what's wrong in a time frame suitable to him. I wouldn't care for bedside manner if I wasn't ill but let's be honest when your sick you need to be treated like you matter. This doctor is pompous and did not help me actually he GAVE UP! What kind of doctor just gives up and refuses to further investigate. I really do hope karma comes around for this indecent man. I lost so much and still am and he could care less. I really want to know what happend to that hypocratic oath he took back when he became a doctor did it all go out the window? Must have. Just steer clear and save yourself so much sadness and humility.,"December 7, 2015",1,1,2,3
Dr. Takaki Sameshima,Dr. Sameshima detected my hiatas hernia and was very thorough with the examination. Excellent Doctor!!,"June 18, 2015",5,5,5,5
Dr. Takaki Sameshima,"I have been seeing him for over 10 years now for crohns and I have found him to be an excellent specialist. He is very knowledgeable, thorough, succinct, and is up on the latest innovations in treatment of the disease. He has a very dry and sarcastic sense of humour and some people are put off by that but it doesn't matter to me. I would rather get top notch care. He is also on the board at Trillium Mississauga so he is a leader in the specialty.","May 26, 2015",5,5,5,5
Dr. Takaki Sameshima,"Had a terrible experience with him. Bedside manner very poor, closed minded, short on ideas when symptoms are not run of the mill. Very insensitive with us and other patients in adjacent beds in the hospital. Unaware of diagnostic resources available to him.","October 8, 2014",4,2,2,2
Dr. Takaki Sameshima,I've seen this doctor for 3 years. You can tell that he cares about his patients. The problem I encountered was when he ran out of options it appeared that he just gave up. It was almost as if he was going through a checklist. IMO the buck stops with the specialist and they should keep working at it until they figure out what's wrong especially when the stakes are high.,"December 8, 2013",4,4,2,2
